study_id,repeat,fold,role,seed
PUB-5C0136FCC9A1,4,4,train,4404
PUB-853038140981,4,4,train,4404
PUB-71ABEED26D3F,4,4,train,4404
PUB-77D25E27A837,4,4,test,4404
PUB-4D228DE3A499,4,4,train,4404
PUB-5BE09ABCB8BC,4,4,train,4404
PUB-0C65B45112F0,4,4,train,4404
PUB-CA44D543370D,4,4,train,4404
PUB-E01304846BF7,4,4,train,4404
PUB-A7891FBD6E1B,4,4,train,4404
PUB-03B12BDC39CB,4,4,train,4404
PUB-BA46FAB87D8A,4,4,train,4404
PUB-05C51C5C81E5,4,4,test,4404
PUB-D0A8260C5203,4,4,train,4404
PUB-B317299B9ECA,4,4,train,4404
PUB-59991067C242,4,4,train,4404
PUB-F26B84CA189D,4,4,train,4404
PUB-0ABA99468648,4,4,train,4404
PUB-86F81110CB3B,4,4,train,4404
PUB-E77C4842E908,4,4,train,4404
PUB-994848976B5C,4,4,test,4404
PUB-E9C619FC9244,4,4,train,4404
PUB-7AC74F0AD869,4,4,test,4404
PUB-A71992EBBCDA,4,4,test,4404
PUB-F579C00DFA5B,4,4,train,4404
PUB-F4D39C9D924B,4,4,test,4404
PUB-2EB4E6762CAC,4,4,train,4404
PUB-2AC5EF3E51D8,4,4,train,4404
PUB-061451970F7B,4,4,train,4404
PUB-CBB1CA195546,4,5,train,4404
PUB-67C126EADCD7,4,5,train,4404
PUB-AB76135DF9CA,4,5,train,4404
PUB-D2F74CC997B7,4,5,train,4404
PUB-B18F405057BD,4,5,train,4404
PUB-7144C0C3740D,4,5,train,4404
PUB-B1D6B7AD04E8,4,5,test,4404
PUB-DF660348FD1F,4,5,train,4404
PUB-E94A6AB9D82C,4,5,test,4404
PUB-965E9C7134EE,4,5,train,4404
PUB-E352BD93648B,4,5,train,4404
PUB-6CFEE7C39CD0,4,5,train,4404
PUB-AFE69B3708B5,4,5,test,4404
PUB-E2ED1A9687A8,4,5,test,4404
PUB-767A0A64721C,4,5,train,4404
PUB-6697CC655EF0,4,5,train,4404
PUB-EC6103CF4E5D,4,5,train,4404
PUB-893C2162AACA,4,5,train,4404
PUB-F96DD130F433,4,5,test,4404
PUB-4E7F00040F89,4,5,train,4404
PUB-937A79E4882C,4,5,train,4404
PUB-7E9B923FA16C,4,5,train,4404
PUB-99F43A2D73B5,4,5,train,4404
PUB-33D059B371DB,4,5,train,4404
PUB-1AC3EE3C2C72,4,5,train,4404
PUB-811ED9A0464C,4,5,train,4404
PUB-17E5F94DFDB9,4,5,train,4404
PUB-346FE6EE1EBC,4,5,train,4404
PUB-B382B5151288,4,5,train,4404
PUB-7EA6455D87DE,4,5,train,4404
PUB-98B05095E26B,4,5,train,4404
PUB-912CB7F93C34,4,5,train,4404
PUB-776D30B081EF,4,5,train,4404
PUB-1A84FCCBB8FB,4,5,train,4404
PUB-C95058D69119,4,5,test,4404
PUB-9A25206456A5,4,5,train,4404
PUB-5B422CA2FD37,4,5,train,4404
PUB-DA64784182B4,4,5,test,4404
PUB-A552D958F16D,4,5,train,4404
PUB-63FEFC0E3530,4,5,test,4404
PUB-5B0FE2EA3077,4,5,train,4404
PUB-F1FE58694BF5,4,5,train,4404
PUB-6D54A9745F3E,4,5,train,4404
PUB-3BF60A19A235,4,5,train,4404
PUB-4748BE7838E8,4,5,train,4404
PUB-6D79E14F3764,4,5,train,4404
PUB-831563B3C3CC,4,5,train,4404
PUB-75C40A1012BC,4,5,train,4404
PUB-5D47C4F160B1,4,5,train,4404
PUB-1CF33341C088,4,5,train,4404
PUB-D9BABA1AC30F,4,5,train,4404
PUB-4E8DCEF517B4,4,5,train,4404
PUB-E785FC50FDE7,4,5,train,4404
PUB-1AFFD512AE16,4,5,train,4404
PUB-596681F0B1F2,4,5,train,4404
PUB-393DA233E0D2,4,5,train,4404
PUB-20F6B79262CC,4,5,train,4404
PUB-50F821FCE7C2,4,5,train,4404
PUB-97E07F682412,4,5,test,4404
PUB-EEE28E719BBF,4,5,train,4404
PUB-3BFA42775143,4,5,test,4404
PUB-A2424855687F,4,5,test,4404
PUB-2ACD8AA4A9C8,4,5,train,4404
PUB-2F8D763ACBF1,4,5,train,4404
PUB-E6CAF5E5CD8C,4,5,train,4404
PUB-3FA7C0635785,4,5,train,4404
PUB-81AB798DF75D,4,5,test,4404
PUB-4FBA4D640EC3,4,5,train,4404
PUB-F26DAC3C1827,4,5,train,4404
PUB-AAFC34D90F6C,4,5,train,4404
PUB-755F533A975E,4,5,train,4404
PUB-5C0136FCC9A1,4,5,train,4404
PUB-853038140981,4,5,test,4404
PUB-71ABEED26D3F,4,5,train,4404
PUB-77D25E27A837,4,5,train,4404
PUB-4D228DE3A499,4,5,train,4404
PUB-5BE09ABCB8BC,4,5,test,4404
PUB-0C65B45112F0,4,5,train,4404
PUB-CA44D543370D,4,5,test,4404
PUB-E01304846BF7,4,5,train,4404
PUB-A7891FBD6E1B,4,5,train,4404
PUB-03B12BDC39CB,4,5,test,4404
PUB-BA46FAB87D8A,4,5,train,4404
PUB-05C51C5C81E5,4,5,train,4404
PUB-D0A8260C5203,4,5,train,4404
PUB-B317299B9ECA,4,5,test,4404
PUB-59991067C242,4,5,train,4404
PUB-F26B84CA189D,4,5,train,4404
PUB-0ABA99468648,4,5,train,4404
PUB-86F81110CB3B,4,5,train,4404
PUB-E77C4842E908,4,5,test,4404
PUB-994848976B5C,4,5,train,4404
PUB-E9C619FC9244,4,5,train,4404
PUB-7AC74F0AD869,4,5,train,4404
PUB-A71992EBBCDA,4,5,train,4404
PUB-F579C00DFA5B,4,5,train,4404
PUB-F4D39C9D924B,4,5,train,4404
PUB-2EB4E6762CAC,4,5,train,4404
PUB-2AC5EF3E51D8,4,5,test,4404
PUB-061451970F7B,4,5,test,4404
PUB-CBB1CA195546,5,1,train,5505
PUB-67C126EADCD7,5,1,train,5505
PUB-AB76135DF9CA,5,1,test,5505
PUB-D2F74CC997B7,5,1,train,5505
PUB-B18F405057BD,5,1,test,5505
PUB-7144C0C3740D,5,1,test,5505
PUB-B1D6B7AD04E8,5,1,train,5505
PUB-DF660348FD1F,5,1,train,5505
PUB-E94A6AB9D82C,5,1,train,5505
PUB-965E9C7134EE,5,1,train,5505
PUB-E352BD93648B,5,1,train,5505
PUB-6CFEE7C39CD0,5,1,train,5505
PUB-AFE69B3708B5,5,1,test,5505
PUB-E2ED1A9687A8,5,1,train,5505
PUB-767A0A64721C,5,1,test,5505
PUB-6697CC655EF0,5,1,train,5505
PUB-EC6103CF4E5D,5,1,train,5505
PUB-893C2162AACA,5,1,test,5505
PUB-F96DD130F433,5,1,train,5505
PUB-4E7F00040F89,5,1,train,5505
PUB-937A79E4882C,5,1,train,5505
PUB-7E9B923FA16C,5,1,train,5505
PUB-99F43A2D73B5,5,1,train,5505
PUB-33D059B371DB,5,1,train,5505
PUB-1AC3EE3C2C72,5,1,test,5505
PUB-811ED9A0464C,5,1,test,5505
PUB-17E5F94DFDB9,5,1,train,5505
PUB-346FE6EE1EBC,5,1,test,5505
PUB-B382B5151288,5,1,train,5505
PUB-7EA6455D87DE,5,1,train,5505
PUB-98B05095E26B,5,1,train,5505
PUB-912CB7F93C34,5,1,train,5505
PUB-776D30B081EF,5,1,train,5505
PUB-1A84FCCBB8FB,5,1,train,5505
PUB-C95058D69119,5,1,train,5505
PUB-9A25206456A5,5,1,train,5505
PUB-5B422CA2FD37,5,1,train,5505
PUB-DA64784182B4,5,1,train,5505
PUB-A552D958F16D,5,1,train,5505
PUB-63FEFC0E3530,5,1,train,5505
PUB-5B0FE2EA3077,5,1,test,5505
PUB-F1FE58694BF5,5,1,train,5505
PUB-6D54A9745F3E,5,1,train,5505
PUB-3BF60A19A235,5,1,train,5505
PUB-4748BE7838E8,5,1,train,5505
PUB-6D79E14F3764,5,1,train,5505
PUB-831563B3C3CC,5,1,test,5505
PUB-75C40A1012BC,5,1,train,5505
PUB-5D47C4F160B1,5,1,train,5505
PUB-1CF33341C088,5,1,train,5505
PUB-D9BABA1AC30F,5,1,train,5505
PUB-4E8DCEF517B4,5,1,train,5505
PUB-E785FC50FDE7,5,1,train,5505
PUB-1AFFD512AE16,5,1,train,5505
PUB-596681F0B1F2,5,1,test,5505
PUB-393DA233E0D2,5,1,train,5505
PUB-20F6B79262CC,5,1,train,5505
PUB-50F821FCE7C2,5,1,train,5505
PUB-97E07F682412,5,1,test,5505
PUB-EEE28E719BBF,5,1,test,5505
PUB-3BFA42775143,5,1,test,5505
PUB-A2424855687F,5,1,train,5505
PUB-2ACD8AA4A9C8,5,1,train,5505
PUB-2F8D763ACBF1,5,1,test,5505
PUB-E6CAF5E5CD8C,5,1,train,5505
PUB-3FA7C0635785,5,1,train,5505
PUB-81AB798DF75D,5,1,train,5505
PUB-4FBA4D640EC3,5,1,test,5505
PUB-F26DAC3C1827,5,1,train,5505
PUB-AAFC34D90F6C,5,1,train,5505
PUB-755F533A975E,5,1,train,5505
PUB-5C0136FCC9A1,5,1,train,5505
PUB-853038140981,5,1,train,5505
PUB-71ABEED26D3F,5,1,train,5505
PUB-77D25E27A837,5,1,train,5505
PUB-4D228DE3A499,5,1,train,5505
PUB-5BE09ABCB8BC,5,1,train,5505
PUB-0C65B45112F0,5,1,train,5505
PUB-CA44D543370D,5,1,train,5505
PUB-E01304846BF7,5,1,train,5505
PUB-A7891FBD6E1B,5,1,train,5505
PUB-03B12BDC39CB,5,1,train,5505
PUB-BA46FAB87D8A,5,1,train,5505
PUB-05C51C5C81E5,5,1,test,5505
PUB-D0A8260C5203,5,1,train,5505
PUB-B317299B9ECA,5,1,train,5505
PUB-59991067C242,5,1,train,5505
PUB-F26B84CA189D,5,1,train,5505
PUB-0ABA99468648,5,1,train,5505
PUB-86F81110CB3B,5,1,train,5505
PUB-E77C4842E908,5,1,test,5505
PUB-994848976B5C,5,1,train,5505
PUB-E9C619FC9244,5,1,train,5505
PUB-7AC74F0AD869,5,1,test,5505
PUB-A71992EBBCDA,5,1,train,5505
PUB-F579C00DFA5B,5,1,train,5505
PUB-F4D39C9D924B,5,1,train,5505
PUB-2EB4E6762CAC,5,1,train,5505
PUB-2AC5EF3E51D8,5,1,train,5505
PUB-061451970F7B,5,1,train,5505
PUB-CBB1CA195546,5,2,train,5505
PUB-67C126EADCD7,5,2,train,5505
PUB-AB76135DF9CA,5,2,train,5505
PUB-D2F74CC997B7,5,2,test,5505
PUB-B18F405057BD,5,2,train,5505
PUB-7144C0C3740D,5,2,train,5505
PUB-B1D6B7AD04E8,5,2,train,5505
PUB-DF660348FD1F,5,2,train,5505
PUB-E94A6AB9D82C,5,2,train,5505
PUB-965E9C7134EE,5,2,train,5505
PUB-E352BD93648B,5,2,train,5505
PUB-6CFEE7C39CD0,5,2,train,5505
PUB-AFE69B3708B5,5,2,train,5505
PUB-E2ED1A9687A8,5,2,train,5505
PUB-767A0A64721C,5,2,train,5505
PUB-6697CC655EF0,5,2,test,5505
PUB-EC6103CF4E5D,5,2,train,5505
PUB-893C2162AACA,5,2,train,5505
PUB-F96DD130F433,5,2,train,5505
PUB-4E7F00040F89,5,2,train,5505
PUB-937A79E4882C,5,2,test,5505
PUB-7E9B923FA16C,5,2,train,5505
PUB-99F43A2D73B5,5,2,test,5505
PUB-33D059B371DB,5,2,train,5505
PUB-1AC3EE3C2C72,5,2,train,5505
PUB-811ED9A0464C,5,2,train,5505
PUB-17E5F94DFDB9,5,2,test,5505
PUB-346FE6EE1EBC,5,2,train,5505
PUB-B382B5151288,5,2,train,5505
PUB-7EA6455D87DE,5,2,train,5505
PUB-98B05095E26B,5,2,train,5505
PUB-912CB7F93C34,5,2,train,5505
PUB-776D30B081EF,5,2,train,5505
PUB-1A84FCCBB8FB,5,2,train,5505
PUB-C95058D69119,5,2,train,5505
PUB-9A25206456A5,5,2,train,5505
PUB-5B422CA2FD37,5,2,train,5505
PUB-DA64784182B4,5,2,train,5505
PUB-A552D958F16D,5,2,train,5505
PUB-63FEFC0E3530,5,2,test,5505
PUB-5B0FE2EA3077,5,2,train,5505
PUB-F1FE58694BF5,5,2,train,5505
PUB-6D54A9745F3E,5,2,train,5505
PUB-3BF60A19A235,5,2,test,5505
PUB-4748BE7838E8,5,2,test,5505
PUB-6D79E14F3764,5,2,test,5505
PUB-831563B3C3CC,5,2,train,5505
PUB-75C40A1012BC,5,2,train,5505
PUB-5D47C4F160B1,5,2,train,5505
PUB-1CF33341C088,5,2,test,5505
PUB-D9BABA1AC30F,5,2,train,5505
PUB-4E8DCEF517B4,5,2,train,5505
PUB-E785FC50FDE7,5,2,train,5505
PUB-1AFFD512AE16,5,2,test,5505
PUB-596681F0B1F2,5,2,train,5505
PUB-393DA233E0D2,5,2,test,5505
PUB-20F6B79262CC,5,2,train,5505
PUB-50F821FCE7C2,5,2,train,5505
PUB-97E07F682412,5,2,train,5505
PUB-EEE28E719BBF,5,2,train,5505
PUB-3BFA42775143,5,2,train,5505
PUB-A2424855687F,5,2,train,5505
PUB-2ACD8AA4A9C8,5,2,train,5505
PUB-2F8D763ACBF1,5,2,train,5505
PUB-E6CAF5E5CD8C,5,2,train,5505
PUB-3FA7C0635785,5,2,train,5505
PUB-81AB798DF75D,5,2,train,5505
PUB-4FBA4D640EC3,5,2,train,5505
PUB-F26DAC3C1827,5,2,test,5505
PUB-AAFC34D90F6C,5,2,test,5505
PUB-755F533A975E,5,2,train,5505
PUB-5C0136FCC9A1,5,2,train,5505
PUB-853038140981,5,2,test,5505
PUB-71ABEED26D3F,5,2,test,5505
PUB-77D25E27A837,5,2,train,5505
PUB-4D228DE3A499,5,2,test,5505
PUB-5BE09ABCB8BC,5,2,train,5505
PUB-0C65B45112F0,5,2,train,5505
PUB-CA44D543370D,5,2,train,5505
PUB-E01304846BF7,5,2,train,5505
PUB-A7891FBD6E1B,5,2,train,5505
PUB-03B12BDC39CB,5,2,train,5505
PUB-BA46FAB87D8A,5,2,train,5505
PUB-05C51C5C81E5,5,2,train,5505
PUB-D0A8260C5203,5,2,train,5505
PUB-B317299B9ECA,5,2,train,5505
PUB-59991067C242,5,2,test,5505
PUB-F26B84CA189D,5,2,train,5505
PUB-0ABA99468648,5,2,train,5505
PUB-86F81110CB3B,5,2,train,5505
PUB-E77C4842E908,5,2,train,5505
PUB-994848976B5C,5,2,train,5505
PUB-E9C619FC9244,5,2,train,5505
PUB-7AC74F0AD869,5,2,train,5505
PUB-A71992EBBCDA,5,2,test,5505
PUB-F579C00DFA5B,5,2,train,5505
PUB-F4D39C9D924B,5,2,train,5505
PUB-2EB4E6762CAC,5,2,test,5505
PUB-2AC5EF3E51D8,5,2,train,5505
PUB-061451970F7B,5,2,train,5505
PUB-CBB1CA195546,5,3,train,5505
PUB-67C126EADCD7,5,3,test,5505
PUB-AB76135DF9CA,5,3,train,5505
PUB-D2F74CC997B7,5,3,train,5505
PUB-B18F405057BD,5,3,train,5505
PUB-7144C0C3740D,5,3,train,5505
PUB-B1D6B7AD04E8,5,3,train,5505
PUB-DF660348FD1F,5,3,train,5505
PUB-E94A6AB9D82C,5,3,train,5505
PUB-965E9C7134EE,5,3,train,5505
PUB-E352BD93648B,5,3,train,5505
PUB-6CFEE7C39CD0,5,3,train,5505
PUB-AFE69B3708B5,5,3,train,5505
PUB-E2ED1A9687A8,5,3,train,5505
PUB-767A0A64721C,5,3,train,5505
PUB-6697CC655EF0,5,3,train,5505
PUB-EC6103CF4E5D,5,3,train,5505
PUB-893C2162AACA,5,3,train,5505
PUB-F96DD130F433,5,3,train,5505
PUB-4E7F00040F89,5,3,test,5505
PUB-937A79E4882C,5,3,train,5505
PUB-7E9B923FA16C,5,3,test,5505
PUB-99F43A2D73B5,5,3,train,5505
PUB-33D059B371DB,5,3,train,5505
PUB-1AC3EE3C2C72,5,3,train,5505
PUB-811ED9A0464C,5,3,train,5505
PUB-17E5F94DFDB9,5,3,train,5505
PUB-346FE6EE1EBC,5,3,train,5505
PUB-B382B5151288,5,3,test,5505
PUB-7EA6455D87DE,5,3,test,5505
PUB-98B05095E26B,5,3,test,5505
PUB-912CB7F93C34,5,3,train,5505
PUB-776D30B081EF,5,3,test,5505
PUB-1A84FCCBB8FB,5,3,test,5505
PUB-C95058D69119,5,3,train,5505
PUB-9A25206456A5,5,3,train,5505
PUB-5B422CA2FD37,5,3,train,5505
PUB-DA64784182B4,5,3,train,5505
PUB-A552D958F16D,5,3,test,5505
PUB-63FEFC0E3530,5,3,train,5505
PUB-5B0FE2EA3077,5,3,train,5505
PUB-F1FE58694BF5,5,3,test,5505
PUB-6D54A9745F3E,5,3,train,5505
PUB-3BF60A19A235,5,3,train,5505
PUB-4748BE7838E8,5,3,train,5505
PUB-6D79E14F3764,5,3,train,5505
PUB-831563B3C3CC,5,3,train,5505
PUB-75C40A1012BC,5,3,train,5505
PUB-5D47C4F160B1,5,3,train,5505
PUB-1CF33341C088,5,3,train,5505
PUB-D9BABA1AC30F,5,3,train,5505
PUB-4E8DCEF517B4,5,3,train,5505
PUB-E785FC50FDE7,5,3,train,5505
PUB-1AFFD512AE16,5,3,train,5505
PUB-596681F0B1F2,5,3,train,5505
PUB-393DA233E0D2,5,3,train,5505
PUB-20F6B79262CC,5,3,test,5505
PUB-50F821FCE7C2,5,3,test,5505
PUB-97E07F682412,5,3,train,5505
PUB-EEE28E719BBF,5,3,train,5505
PUB-3BFA42775143,5,3,train,5505
PUB-A2424855687F,5,3,train,5505
PUB-2ACD8AA4A9C8,5,3,train,5505
PUB-2F8D763ACBF1,5,3,train,5505
PUB-E6CAF5E5CD8C,5,3,train,5505
PUB-3FA7C0635785,5,3,train,5505
PUB-81AB798DF75D,5,3,train,5505
PUB-4FBA4D640EC3,5,3,train,5505
PUB-F26DAC3C1827,5,3,train,5505
PUB-AAFC34D90F6C,5,3,train,5505
PUB-755F533A975E,5,3,train,5505
PUB-5C0136FCC9A1,5,3,test,5505
PUB-853038140981,5,3,train,5505
PUB-71ABEED26D3F,5,3,train,5505
PUB-77D25E27A837,5,3,test,5505
PUB-4D228DE3A499,5,3,train,5505
PUB-5BE09ABCB8BC,5,3,train,5505
PUB-0C65B45112F0,5,3,test,5505
PUB-CA44D543370D,5,3,train,5505
PUB-E01304846BF7,5,3,train,5505
PUB-A7891FBD6E1B,5,3,train,5505
PUB-03B12BDC39CB,5,3,train,5505
PUB-BA46FAB87D8A,5,3,test,5505
PUB-05C51C5C81E5,5,3,train,5505
PUB-D0A8260C5203,5,3,test,5505
PUB-B317299B9ECA,5,3,train,5505
PUB-59991067C242,5,3,train,5505
PUB-F26B84CA189D,5,3,train,5505
PUB-0ABA99468648,5,3,test,5505
PUB-86F81110CB3B,5,3,train,5505
PUB-E77C4842E908,5,3,train,5505
PUB-994848976B5C,5,3,train,5505
PUB-E9C619FC9244,5,3,test,5505
PUB-7AC74F0AD869,5,3,train,5505
PUB-A71992EBBCDA,5,3,train,5505
PUB-F579C00DFA5B,5,3,train,5505
PUB-F4D39C9D924B,5,3,train,5505
PUB-2EB4E6762CAC,5,3,train,5505
PUB-2AC5EF3E51D8,5,3,train,5505
PUB-061451970F7B,5,3,test,5505
PUB-CBB1CA195546,5,4,train,5505
PUB-67C126EADCD7,5,4,train,5505
PUB-AB76135DF9CA,5,4,train,5505
PUB-D2F74CC997B7,5,4,train,5505
PUB-B18F405057BD,5,4,train,5505
PUB-7144C0C3740D,5,4,train,5505
PUB-B1D6B7AD04E8,5,4,test,5505
PUB-DF660348FD1F,5,4,train,5505
PUB-E94A6AB9D82C,5,4,train,5505
PUB-965E9C7134EE,5,4,train,5505
PUB-E352BD93648B,5,4,test,5505
PUB-6CFEE7C39CD0,5,4,test,5505
PUB-AFE69B3708B5,5,4,train,5505
PUB-E2ED1A9687A8,5,4,train,5505
PUB-767A0A64721C,5,4,train,5505
PUB-6697CC655EF0,5,4,train,5505
PUB-EC6103CF4E5D,5,4,train,5505
PUB-893C2162AACA,5,4,train,5505
PUB-F96DD130F433,5,4,test,5505
PUB-4E7F00040F89,5,4,train,5505
PUB-937A79E4882C,5,4,train,5505
PUB-7E9B923FA16C,5,4,train,5505
PUB-99F43A2D73B5,5,4,train,5505
PUB-33D059B371DB,5,4,test,5505
PUB-1AC3EE3C2C72,5,4,train,5505
PUB-811ED9A0464C,5,4,train,5505
PUB-17E5F94DFDB9,5,4,train,5505
PUB-346FE6EE1EBC,5,4,train,5505
PUB-B382B5151288,5,4,train,5505
PUB-7EA6455D87DE,5,4,train,5505
PUB-98B05095E26B,5,4,train,5505
PUB-912CB7F93C34,5,4,train,5505
PUB-776D30B081EF,5,4,train,5505
PUB-1A84FCCBB8FB,5,4,train,5505
PUB-C95058D69119,5,4,train,5505
PUB-9A25206456A5,5,4,train,5505
PUB-5B422CA2FD37,5,4,test,5505
PUB-DA64784182B4,5,4,train,5505
PUB-A552D958F16D,5,4,train,5505
PUB-63FEFC0E3530,5,4,train,5505
PUB-5B0FE2EA3077,5,4,train,5505
PUB-F1FE58694BF5,5,4,train,5505
PUB-6D54A9745F3E,5,4,train,5505
PUB-3BF60A19A235,5,4,train,5505
PUB-4748BE7838E8,5,4,train,5505
PUB-6D79E14F3764,5,4,train,5505
PUB-831563B3C3CC,5,4,train,5505
PUB-75C40A1012BC,5,4,test,5505
PUB-5D47C4F160B1,5,4,train,5505
PUB-1CF33341C088,5,4,train,5505
PUB-D9BABA1AC30F,5,4,test,5505
PUB-4E8DCEF517B4,5,4,train,5505
PUB-E785FC50FDE7,5,4,test,5505
PUB-1AFFD512AE16,5,4,train,5505
PUB-596681F0B1F2,5,4,train,5505
PUB-393DA233E0D2,5,4,train,5505
PUB-20F6B79262CC,5,4,train,5505
PUB-50F821FCE7C2,5,4,train,5505
PUB-97E07F682412,5,4,train,5505
PUB-EEE28E719BBF,5,4,train,5505
PUB-3BFA42775143,5,4,train,5505
PUB-A2424855687F,5,4,test,5505
PUB-2ACD8AA4A9C8,5,4,test,5505
PUB-2F8D763ACBF1,5,4,train,5505
PUB-E6CAF5E5CD8C,5,4,train,5505
PUB-3FA7C0635785,5,4,train,5505
PUB-81AB798DF75D,5,4,test,5505
PUB-4FBA4D640EC3,5,4,train,5505
PUB-F26DAC3C1827,5,4,train,5505
PUB-AAFC34D90F6C,5,4,train,5505
PUB-755F533A975E,5,4,test,5505
PUB-5C0136FCC9A1,5,4,train,5505
PUB-853038140981,5,4,train,5505
PUB-71ABEED26D3F,5,4,train,5505
PUB-77D25E27A837,5,4,train,5505
PUB-4D228DE3A499,5,4,train,5505
PUB-5BE09ABCB8BC,5,4,test,5505
PUB-0C65B45112F0,5,4,train,5505
PUB-CA44D543370D,5,4,train,5505
PUB-E01304846BF7,5,4,test,5505
PUB-A7891FBD6E1B,5,4,test,5505
PUB-03B12BDC39CB,5,4,train,5505
PUB-BA46FAB87D8A,5,4,train,5505
PUB-05C51C5C81E5,5,4,train,5505
PUB-D0A8260C5203,5,4,train,5505
PUB-B317299B9ECA,5,4,test,5505
PUB-59991067C242,5,4,train,5505
PUB-F26B84CA189D,5,4,train,5505
PUB-0ABA99468648,5,4,train,5505
PUB-86F81110CB3B,5,4,test,5505
PUB-E77C4842E908,5,4,train,5505
PUB-994848976B5C,5,4,test,5505
PUB-E9C619FC9244,5,4,train,5505
PUB-7AC74F0AD869,5,4,train,5505
PUB-A71992EBBCDA,5,4,train,5505
PUB-F579C00DFA5B,5,4,train,5505
PUB-F4D39C9D924B,5,4,test,5505
PUB-2EB4E6762CAC,5,4,train,5505
PUB-2AC5EF3E51D8,5,4,train,5505
PUB-061451970F7B,5,4,train,5505
PUB-CBB1CA195546,5,5,test,5505
PUB-67C126EADCD7,5,5,train,5505
PUB-AB76135DF9CA,5,5,train,5505
PUB-D2F74CC997B7,5,5,train,5505
PUB-B18F405057BD,5,5,train,5505
PUB-7144C0C3740D,5,5,train,5505
PUB-B1D6B7AD04E8,5,5,train,5505
PUB-DF660348FD1F,5,5,test,5505
PUB-E94A6AB9D82C,5,5,test,5505
PUB-965E9C7134EE,5,5,test,5505
PUB-E352BD93648B,5,5,train,5505
PUB-6CFEE7C39CD0,5,5,train,5505
PUB-AFE69B3708B5,5,5,train,5505
PUB-E2ED1A9687A8,5,5,test,5505
PUB-767A0A64721C,5,5,train,5505
PUB-6697CC655EF0,5,5,train,5505
PUB-EC6103CF4E5D,5,5,test,5505
PUB-893C2162AACA,5,5,train,5505
PUB-F96DD130F433,5,5,train,5505
PUB-4E7F00040F89,5,5,train,5505
PUB-937A79E4882C,5,5,train,5505
PUB-7E9B923FA16C,5,5,train,5505
PUB-99F43A2D73B5,5,5,train,5505
PUB-33D059B371DB,5,5,train,5505
PUB-1AC3EE3C2C72,5,5,train,5505
PUB-811ED9A0464C,5,5,train,5505
PUB-17E5F94DFDB9,5,5,train,5505
PUB-346FE6EE1EBC,5,5,train,5505
PUB-B382B5151288,5,5,train,5505
PUB-7EA6455D87DE,5,5,train,5505
PUB-98B05095E26B,5,5,train,5505
PUB-912CB7F93C34,5,5,test,5505
PUB-776D30B081EF,5,5,train,5505
PUB-1A84FCCBB8FB,5,5,train,5505
PUB-C95058D69119,5,5,test,5505
PUB-9A25206456A5,5,5,test,5505
PUB-5B422CA2FD37,5,5,train,5505
PUB-DA64784182B4,5,5,test,5505
PUB-A552D958F16D,5,5,train,5505
PUB-63FEFC0E3530,5,5,train,5505
PUB-5B0FE2EA3077,5,5,train,5505
PUB-F1FE58694BF5,5,5,train,5505
PUB-6D54A9745F3E,5,5,test,5505
PUB-3BF60A19A235,5,5,train,5505
PUB-4748BE7838E8,5,5,train,5505
PUB-6D79E14F3764,5,5,train,5505
PUB-831563B3C3CC,5,5,train,5505
PUB-75C40A1012BC,5,5,train,5505
PUB-5D47C4F160B1,5,5,test,5505
PUB-1CF33341C088,5,5,train,5505
PUB-D9BABA1AC30F,5,5,train,5505
PUB-4E8DCEF517B4,5,5,test,5505
PUB-E785FC50FDE7,5,5,train,5505
PUB-1AFFD512AE16,5,5,train,5505
PUB-596681F0B1F2,5,5,train,5505
PUB-393DA233E0D2,5,5,train,5505
PUB-20F6B79262CC,5,5,train,5505
PUB-50F821FCE7C2,5,5,train,5505
PUB-97E07F682412,5,5,train,5505
PUB-EEE28E719BBF,5,5,train,5505
PUB-3BFA42775143,5,5,train,5505
PUB-A2424855687F,5,5,train,5505
PUB-2ACD8AA4A9C8,5,5,train,5505
PUB-2F8D763ACBF1,5,5,train,5505
PUB-E6CAF5E5CD8C,5,5,test,5505
PUB-3FA7C0635785,5,5,test,5505
PUB-81AB798DF75D,5,5,train,5505
PUB-4FBA4D640EC3,5,5,train,5505
PUB-F26DAC3C1827,5,5,train,5505
PUB-AAFC34D90F6C,5,5,train,5505
PUB-755F533A975E,5,5,train,5505
PUB-5C0136FCC9A1,5,5,train,5505
PUB-853038140981,5,5,train,5505
PUB-71ABEED26D3F,5,5,train,5505
PUB-77D25E27A837,5,5,train,5505
PUB-4D228DE3A499,5,5,train,5505
PUB-5BE09ABCB8BC,5,5,train,5505
PUB-0C65B45112F0,5,5,train,5505
PUB-CA44D543370D,5,5,test,5505
PUB-E01304846BF7,5,5,train,5505
PUB-A7891FBD6E1B,5,5,train,5505
PUB-03B12BDC39CB,5,5,test,5505
PUB-BA46FAB87D8A,5,5,train,5505
PUB-05C51C5C81E5,5,5,train,5505
PUB-D0A8260C5203,5,5,train,5505
PUB-B317299B9ECA,5,5,train,5505
PUB-59991067C242,5,5,train,5505
PUB-F26B84CA189D,5,5,test,5505
PUB-0ABA99468648,5,5,train,5505
PUB-86F81110CB3B,5,5,train,5505
PUB-E77C4842E908,5,5,train,5505
PUB-994848976B5C,5,5,train,5505
PUB-E9C619FC9244,5,5,train,5505
PUB-7AC74F0AD869,5,5,train,5505
PUB-A71992EBBCDA,5,5,train,5505
